Screen, Action, Date --- Time
Estimote Service,Killed Estimote Service at,08/06/2019 16:51:58.194
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:52:00.738
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:52:30.809
Estimote Timer,Started Estimote Service at,08/06/2019 16:53:43.147
Estimote Timer,No Activity at 3,08/06/2019 16:53:43.163
Estimote Sensor,Killed Sensor at,08/06/2019 16:53:58.196
Estimote Service,Killed Estimote Service at,08/06/2019 16:53:58.207
Estimote Timer,Started Estimote Service at,08/06/2019 16:55:43.148
Estimote Timer,No Activity at 4,08/06/2019 16:55:43.161
Estimote Sensor,Killed Sensor at,08/06/2019 16:55:58.187
Estimote Service,Killed Estimote Service at,08/06/2019 16:55:58.199
Main Thread,Enabling Low Battery Warning at,08/06/2019 16:56:23.346
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 16:57:00.739
Heart Rate Sensor,Killed Sensor at,08/06/2019 16:57:30.809
Estimote Timer,Started Estimote Service at,08/06/2019 16:57:43.151
Estimote Timer,Starting the Estimote,08/06/2019 16:57:43.174
Estimote Sensor,Killed Sensor at,08/06/2019 16:57:58.200
Estimote Service,Killed Estimote Service at,08/06/2019 16:57:58.210
Estimote Timer,Started Estimote Service at,08/06/2019 16:59:43.151
Estimote Timer,No Activity at 1,08/06/2019 16:59:43.167
Estimote Sensor,Killed Sensor at,08/06/2019 16:59:58.193
Estimote Service,Killed Estimote Service at,08/06/2019 16:59:58.280
Estimote Timer,Started Estimote Service at,08/06/2019 17:01:43.153
Estimote Timer,No Activity at 2,08/06/2019 17:01:43.168
Estimote Sensor,Killed Sensor at,08/06/2019 17:01:58.191
Estimote Service,Killed Estimote Service at,08/06/2019 17:01:58.204
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:02:00.739
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:02:30.808
Estimote Timer,Started Estimote Service at,08/06/2019 17:03:43.153
Estimote Timer,No Activity at 3,08/06/2019 17:03:43.169
Estimote Sensor,Killed Sensor at,08/06/2019 17:03:58.193
Estimote Service,Killed Estimote Service at,08/06/2019 17:03:58.204
Main Activity,Failed to unregister battery information at,08/06/2019 17:05:12.619
Estimote Timer,Started Estimote Service at,08/06/2019 17:05:43.155
Estimote Timer,No Activity at 4,08/06/2019 17:05:43.174
Estimote Sensor,Killed Sensor at,08/06/2019 17:05:58.200
Estimote Service,Killed Estimote Service at,08/06/2019 17:05:58.212
Main Thread,Enabling Low Battery Warning at,08/06/2019 17:06:23.557
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:07:00.741
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:07:30.815
Estimote Timer,Started Estimote Service at,08/06/2019 17:07:43.157
Estimote Timer,No Activity at 5,08/06/2019 17:07:43.180
Estimote Timer,Stopped the Estimote Timer,08/06/2019 17:07:43.190
Estimote Timer,Stopped Estimote Timer at,08/06/2019 17:07:43.202
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:12:00.742
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:12:30.817
Main Thread,Enabling Low Battery Warning at,08/06/2019 17:16:23.727
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:17:00.743
Estimote Timer,Started Estimote Service at,08/06/2019 17:17:08.777
Estimote Timer,No Activity at 1,08/06/2019 17:17:08.790
Estimote Sensor,Killed Sensor at,08/06/2019 17:17:23.813
Estimote Service,Killed Estimote Service at,08/06/2019 17:17:23.824
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:17:30.815
Estimote Timer,Started Estimote Service at,08/06/2019 17:19:08.778
Estimote Timer,No Activity at 2,08/06/2019 17:19:08.861
Estimote Sensor,Killed Sensor at,08/06/2019 17:19:23.894
Estimote Service,Killed Estimote Service at,08/06/2019 17:19:23.905
Estimote Timer,Started Estimote Service at,08/06/2019 17:21:08.779
Estimote Timer,No Activity at 3,08/06/2019 17:21:08.794
Estimote Sensor,Killed Sensor at,08/06/2019 17:21:23.818
Estimote Service,Killed Estimote Service at,08/06/2019 17:21:23.830
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:22:00.746
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:22:30.804
Estimote Timer,Started Estimote Service at,08/06/2019 17:23:08.781
Estimote Timer,Starting the Estimote,08/06/2019 17:23:08.800
Estimote Sensor,Killed Sensor at,08/06/2019 17:23:23.823
Estimote Service,Killed Estimote Service at,08/06/2019 17:23:23.834
Estimote Timer,Started Estimote Service at,08/06/2019 17:25:08.782
Estimote Timer,Starting the Estimote,08/06/2019 17:25:08.802
Estimote Sensor,Killed Sensor at,08/06/2019 17:25:23.827
Estimote Service,Killed Estimote Service at,08/06/2019 17:25:23.839
Main Thread,Enabling Low Battery Warning at,08/06/2019 17:26:23.948
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:27:00.746
Estimote Timer,Started Estimote Service at,08/06/2019 17:27:08.784
Estimote Timer,No Activity at 1,08/06/2019 17:27:08.799
Estimote Sensor,Killed Sensor at,08/06/2019 17:27:23.824
Estimote Service,Killed Estimote Service at,08/06/2019 17:27:23.837
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:27:30.820
Estimote Timer,Started Estimote Service at,08/06/2019 17:29:08.786
Estimote Timer,Starting the Estimote,08/06/2019 17:29:08.809
Estimote Sensor,Killed Sensor at,08/06/2019 17:29:23.832
Estimote Service,Killed Estimote Service at,08/06/2019 17:29:23.845
Estimote Timer,Started Estimote Service at,08/06/2019 17:31:08.789
Estimote Timer,No Activity at 1,08/06/2019 17:31:08.803
Estimote Sensor,Killed Sensor at,08/06/2019 17:31:23.826
Estimote Service,Killed Estimote Service at,08/06/2019 17:31:23.839
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:32:00.747
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:32:30.818
Estimote Timer,Started Estimote Service at,08/06/2019 17:33:08.790
Estimote Timer,No Activity at 2,08/06/2019 17:33:08.805
Estimote Sensor,Killed Sensor at,08/06/2019 17:33:23.832
Estimote Service,Killed Estimote Service at,08/06/2019 17:33:23.843
Estimote Timer,Started Estimote Service at,08/06/2019 17:35:08.792
Estimote Timer,No Activity at 3,08/06/2019 17:35:08.807
Estimote Sensor,Killed Sensor at,08/06/2019 17:35:23.832
Estimote Service,Killed Estimote Service at,08/06/2019 17:35:23.844
Main Thread,Enabling Low Battery Warning at,08/06/2019 17:36:24.139
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:37:00.750
Estimote Timer,Started Estimote Service at,08/06/2019 17:37:08.794
Estimote Timer,No Activity at 4,08/06/2019 17:37:08.811
Estimote Sensor,Killed Sensor at,08/06/2019 17:37:23.836
Estimote Service,Killed Estimote Service at,08/06/2019 17:37:23.848
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:37:30.809
Estimote Timer,Started Estimote Service at,08/06/2019 17:39:08.820
Estimote Timer,No Activity at 5,08/06/2019 17:39:08.833
Estimote Timer,Stopped the Estimote Timer,08/06/2019 17:39:08.844
Estimote Timer,Stopped Estimote Timer at,08/06/2019 17:39:08.856
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 17:42:00.751
Estimote Timer,Started Estimote Service at,08/06/2019 17:42:29.372
Estimote Timer,No Activity at 1,08/06/2019 17:42:29.386
Heart Rate Sensor,Killed Sensor at,08/06/2019 17:42:30.822
Estimote Sensor,Killed Sensor at,08/06/2019 17:42:44.412
Estimote Service,Killed Estimote Service at,08/06/2019 17:42:44.424
Estimote Timer,Started Estimote Service at,08/06/2019 17:44:29.373
Estimote Timer,No Activity at 2,08/06/2019 17:44:29.389
Estimote Sensor,Killed Sensor at,08/06/2019 17:44:44.416
Estimote Service,Killed Estimote Service at,08/06/2019 17:44:44.428
Main Thread,Enabling Low Battery Warning at,08/06/2019 17:46:24.361
Estimote Timer,Started Estimote Service at,08/06/2019 17:46:29.375
Estimote Timer,No Activity at 3,08/06/2019 17:46:29.388
Main Activity,Started Heart Rate Timer at,08/06/2019 19:12:13.039
Main Activity,Started Accelerometer Sensor at,08/06/2019 19:12:13.130
Main Activity,Started Pedometer Sensor at,08/06/2019 19:12:13.206
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:12:13.569
Estimote Timer,Started Estimote Service at,08/06/2019 19:12:13.764
Estimote Timer,No Activity at 1,08/06/2019 19:12:13.861
Main Thread,Enabled an Internet Connection at,08/06/2019 19:12:19.849
Sleep Button,Stopped Heart Rate Sensor while charging at,08/06/2019 19:12:19.906
Sleep Button,Stopped Accelerometer Sensor while charging at,08/06/2019 19:12:19.907
Sleep Button,Stopped Estimote Sensor while charging at,08/06/2019 19:12:19.909
Main Activity,Restarted Heart Rate Timer at,08/06/2019 19:12:21.065
Main Activity,Restarted Accelerometer Sensor at,08/06/2019 19:12:21.130
Main Activity,Restarted Estimote Timer at,08/06/2019 19:12:21.239
Estimote Timer,Stopped Estimote Timer at,08/06/2019 19:12:22.082
Estimote Timer Service,Stopped Estimote Timer Service at,08/06/2019 19:12:22.119
Heart Rate Timer Service,Stopped Heart Rate Sensor at,08/06/2019 19:12:23.892
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:12:23.940
Estimote Timer,Started Estimote Service at,08/06/2019 19:12:24.003
Estimote Service,Killed Estimote Service at,08/06/2019 19:12:24.023
Estimote Timer,No Activity at 1,08/06/2019 19:12:24.194
Estimote Sensor,Killed Sensor at,08/06/2019 19:12:39.588
Estimote Service,Killed Estimote Service at,08/06/2019 19:12:39.711
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:12:54.465
Estimote Timer,Started Estimote Service at,08/06/2019 19:14:24.003
Estimote Timer,No Activity at 2,08/06/2019 19:14:24.021
Estimote Sensor,Killed Sensor at,08/06/2019 19:14:39.068
Estimote Service,Killed Estimote Service at,08/06/2019 19:14:39.081
Estimote Timer,Started Estimote Service at,08/06/2019 19:16:24.005
Estimote Timer,No Activity at 3,08/06/2019 19:16:24.020
Estimote Sensor,Killed Sensor at,08/06/2019 19:16:39.048
Estimote Service,Killed Estimote Service at,08/06/2019 19:16:39.062
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:17:23.940
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:17:54.039
Estimote Timer,Started Estimote Service at,08/06/2019 19:18:24.006
Estimote Timer,No Activity at 4,08/06/2019 19:18:24.019
Estimote Sensor,Killed Sensor at,08/06/2019 19:18:39.043
Estimote Service,Killed Estimote Service at,08/06/2019 19:18:39.056
Estimote Timer,Started Estimote Service at,08/06/2019 19:20:24.007
Estimote Timer,No Activity at 5,08/06/2019 19:20:24.023
Estimote Timer,Stopped the Estimote Timer,08/06/2019 19:20:24.034
Estimote Timer,Stopped Estimote Timer at,08/06/2019 19:20:24.047
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:22:23.941
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:22:54.012
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:27:23.943
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:27:54.023
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:32:23.945
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:32:54.017
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:37:23.946
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:37:54.014
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:42:23.947
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:42:54.039
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:47:23.947
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:47:54.011
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:52:23.948
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:52:54.016
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 19:57:23.950
Heart Rate Sensor,Killed Sensor at,08/06/2019 19:57:54.010
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:02:23.950
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:02:54.012
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:07:23.951
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:07:54.018
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:12:23.953
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:12:54.016
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:17:23.955
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:17:54.031
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:22:23.956
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:22:54.034
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:27:23.959
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:27:54.027
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:32:23.959
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:32:54.023
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:37:23.960
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:37:54.033
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:42:23.962
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:42:54.036
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:47:23.963
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:47:54.034
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:52:23.965
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:52:54.032
Heart Rate Timer Service,Started Heart Rate Sensor at,08/06/2019 20:57:23.967
Heart Rate Sensor,Killed Sensor at,08/06/2019 20:57:54.029
